Box size
0.03125,0.03125
Tile,Morse_node,Box
1934,3,-0.15625,0.5625,-0.125,0.59375
456,-1,-0.6875,-0.25,-0.65625,-0.21875
60,-1,-0.8125,-0.8125,-0.78125,-0.78125
3183,-1,0.21875,0.34375,0.25,0.375
3317,-1,0.375,0.46875,0.40625,0.5
2838,0,0.53125,-0.3125,0.5625,-0.28125
2442,0,0.34375,-0.5,0.375,-0.46875
669,-1,-0.1875,-0.78125,-0.15625,-0.75
273,-1,-1.0,-0.34375,-0.96875,-0.3125
2747,-1,0.96875,-0.84375,1.0,-0.8125
3396,-1,0.0,0.8125,0.03125,0.84375
2309,1,0.0,-0.40625,0.03125,-0.375
3530,-1,0.34375,0.75,0.375,0.78125
3134,-1,0.21875,0.1875,0.25,0.21875
2917,0,0.625,-0.15625,0.65625,-0.125
2655,0,0.59375,-0.53125,0.625,-0.5
352,-1,-0.875,-0.25,-0.84375,-0.21875
2393,0,0.0625,-0.09375,0.09375,-0.0625
486,-1,-0.59375,-0.1875,-0.5625,-0.15625
90,-1,-0.90625,-0.625,-0.875,-0.59375
3347,-1,0.03125,0.65625,0.0625,0.6875
2951,-1,0.78125,-0.40625,0.8125,-0.375
2689,-1,0.75,-0.96875,0.78125,-0.9375
2868,0,0.625,-0.3125,0.65625,-0.28125
2472,0,0.4375,-0.5,0.46875,-0.46875
565,-1,-0.375,-0.78125,-0.34375,-0.75
3088,3,0.0,0.125,0.03125,0.15625
699,-1,-0.03125,-0.84375,0.0,-0.8125
303,-1,-0.78125,-0.40625,-0.75,-0.375
3222,3,0.28125,0.1875,0.3125,0.21875
437,-1,-0.625,-0.28125,-0.59375,-0.25
41,-1,-0.8125,-0.96875,-0.78125,-0.9375
3560,-1,0.4375,0.75,0.46875,0.78125
3164,-1,0.0625,0.4375,0.09375,0.46875
3081,0,0.0625,0.03125,0.09375,0.0625
2819,0,0.53125,-0.46875,0.5625,-0.4375
516,-1,-0.5,-0.9375,-0.46875,-0.90625
120,-1,-0.8125,-0.625,-0.78125,-0.59375
254,-1,-0.53125,-0.5625,-0.5,-0.53125
870,1,-0.34375,-0.1875,-0.3125,-0.15625
3377,-1,0.125,0.65625,0.15625,0.6875
2981,-1,0.875,-0.40625,0.90625,-0.375
2719,-1,0.84375,-0.78125,0.875,-0.75
2898,0,0.53125,-0.125,0.5625,-0.09375
3764,-1,0.875,0.1875,0.90625,0.21875
333,-1,-0.9375,-0.15625,-0.90625,-0.125
3252,3,0.375,0.1875,0.40625,0.21875
467,-1,-0.71875,-0.09375,-0.6875,-0.0625
71,-1,-0.96875,-0.65625,-0.9375,-0.625
949,1,-0.125,-0.28125,-0.09375,-0.25
1116,-1,-0.9375,0.4375,-0.90625,0.46875
3977,-1,0.8125,0.53125,0.84375,0.5625
3715,-1,0.78125,0.03125,0.8125,0.0625
284,-1,-0.9375,-0.3125,-0.90625,-0.28125
418,-1,-0.59375,-0.5,-0.5625,-0.46875
3236,0,0.375,0.0625,0.40625,0.09375
1329,-1,-0.875,0.65625,-0.84375,0.6875
1067,-1,-0.78125,0.03125,-0.75,0.0625
671,-1,-0.15625,-0.78125,-0.125,-0.75
3145,-1,0.0625,0.28125,0.09375,0.3125
3794,-1,0.78125,0.375,0.8125,0.40625
3928,-1,0.5625,0.875,0.59375,0.90625
3532,-1,0.3125,0.8125,0.34375,0.84375
497,-1,-0.625,-0.09375,-0.59375,-0.0625
1146,-1,-0.78125,0.375,-0.75,0.40625
1280,-1,-1.0,0.5,-0.96875,0.53125
3358,-1,0.09375,0.6875,0.125,0.71875
842,1,-0.40625,-0.25,-0.375,-0.21875
4007,-1,0.90625,0.59375,0.9375,0.625
3745,-1,0.875,0.03125,0.90625,0.0625
3483,-1,0.34375,0.65625,0.375,0.6875
1359,-1,-0.90625,0.84375,-0.875,0.875
1097,-1,-0.9375,0.28125,-0.90625,0.3125
701,-1,-0.0625,-0.78125,-0.03125,-0.75
752,0,-0.125,-0.625,-0.09375,-0.59375
3958,-1,0.65625,0.9375,0.6875,0.96875
3562,-1,0.46875,0.75,0.5,0.78125
3696,-1,0.625,0.375,0.65625,0.40625
1310,-1,-0.90625,0.6875,-0.875,0.71875
1048,-1,-0.9375,0.125,-0.90625,0.15625
652,-1,-0.1875,-0.9375,-0.15625,-0.90625
872,1,-0.3125,-0.25,-0.28125,-0.21875
3775,-1,0.96875,0.21875,1.0,0.25
3909,-1,0.5,0.84375,0.53125,0.875
1834,3,-0.28125,0.5,-0.25,0.53125
1127,-1,-0.84375,0.34375,-0.8125,0.375
1910,-1,-0.34375,0.9375,-0.3125,0.96875
1514,-1,-0.53125,0.75,-0.5,0.78125
823,1,-0.34375,-0.28125,-0.3125,-0.25
3988,-1,0.75,0.6875,0.78125,0.71875
1651,3,-0.34375,0.40625,-0.3125,0.4375
1340,-1,-0.8125,0.6875,-0.78125,0.71875
1078,-1,-0.84375,0.1875,-0.8125,0.21875
1989,-1,-0.25,0.84375,-0.21875,0.875
902,1,-0.21875,-0.4375,-0.1875,-0.40625
1465,-1,-0.5625,0.65625,-0.53125,0.6875
1602,3,-0.46875,0.25,-0.4375,0.28125
1206,3,-0.59375,0.1875,-0.5625,0.21875
2202,-1,0.34375,-0.875,0.375,-0.84375
1681,3,-0.25,0.15625,-0.21875,0.1875
2110,0,0.21875,-0.8125,0.25,-0.78125
1495,-1,-0.71875,0.96875,-0.6875,1.0
1674,0,-0.15625,0.0,-0.125,0.03125
1894,3,-0.34375,0.8125,-0.3125,0.84375
1632,3,-0.375,0.25,-0.34375,0.28125
2457,0,0.3125,-0.34375,0.34375,-0.3125
2240,2,0.25,-0.75,0.28125,-0.71875
1582,2,-0.28125,0.0625,-0.25,0.09375
2019,3,-0.09375,0.78125,-0.0625,0.8125
2324,1,0.0,-0.3125,0.03125,-0.28125
2753,-1,0.75,-0.71875,0.78125,-0.6875
2536,0,0.4375,-0.25,0.46875,-0.21875
2183,-1,0.28125,-0.90625,0.3125,-0.875
2661,0,0.625,-0.65625,0.65625,-0.625
2966,-1,0.78125,-0.3125,0.8125,-0.28125
2570,-1,0.59375,-1.0,0.625,-0.96875
1662,3,-0.28125,0.4375,-0.25,0.46875
2487,0,0.40625,-0.28125,0.4375,-0.25
1787,3,-0.03125,0.40625,0.0,0.4375
3045,-1,0.875,-0.15625,0.90625,-0.125
2354,1,0.15625,-0.375,0.1875,-0.34375
2783,-1,0.84375,-0.53125,0.875,-0.5
135,-1,-0.71875,-0.90625,-0.6875,-0.875
2996,-1,0.875,-0.3125,0.90625,-0.28125
2600,-1,0.6875,-1.0,0.71875,-0.96875
2734,-1,0.96875,-0.9375,1.0,-0.90625
2517,0,0.25,-0.03125,0.28125,0.0
2076,-1,0.0625,-0.8125,0.09375,-0.78125
2904,0,0.5625,-0.125,0.59375,-0.09375
2642,0,0.53125,-0.625,0.5625,-0.59375
339,-1,-0.96875,-0.09375,-0.9375,-0.0625
77,-1,-0.9375,-0.65625,-0.90625,-0.625
2813,-1,0.9375,-0.53125,0.96875,-0.5
165,-1,-0.625,-0.90625,-0.59375,-0.875
2938,-1,0.71875,-0.125,0.75,-0.09375
2855,0,0.65625,-0.40625,0.6875,-0.375
552,-1,-0.3125,-1.0,-0.28125,-0.96875
2242,2,0.28125,-0.75,0.3125,-0.71875
